,row,column,Dose,cell_no,GFP_in_cytoplasm,GFP_in_nucleus,GFP_nuc_to_cyto_ratio
182,A,4,1.95,41,48.199052132701425,30.210526315789473,0.6267867308388966
183,A,4,1.95,42,46.68018018018018,0.0,0.0
184,A,5,3.91,1,46.981047381546134,49.50530035335689,1.0537291761784404
185,A,5,3.91,2,58.00038328861633,64.23270440251572,1.1074531022129057
186,A,5,3.91,3,56.0274176895721,73.53449183780937,1.3124733366302497
187,A,5,3.91,4,26.666666666666668,0.0,0.0
188,A,5,3.91,5,38.33541341653666,58.086651053864166,1.5152217199986542
189,A,5,3.91,6,45.583098591549295,0.0,0.0
190,A,5,3.91,7,49.08475957620212,67.19576719576719,1.368974153605631
191,A,5,3.91,8,29.44859813084112,29.0,0.9847667407172327
192,A,5,3.91,9,45.43668122270742,34.96045197740113,0.7694323404925381
193,A,5,3.91,10,34.907407407407405,0.0,0.0
194,A,5,3.91,11,39.72549019607843,35.80681818181818,0.9013562326124024
195,A,5,3.91,12,50.7953303527074,69.29260450160771,1.3641530436057967
196,A,5,3.91,13,60.49455782312925,81.12072892938497,1.3409591184476695
197,A,5,3.91,14,82.80732484076434,98.23809523809524,1.1863454764056651
198,A,5,3.91,15,29.09375,0.0,0.0
199,A,5,3.91,16,61.90996784565916,65.95473251028807,1.06533301187803
200,A,5,3.91,17,44.39473030077057,48.1255364806867,1.0840371403236426
201,A,5,3.91,18,47.67696629213483,0.0,0.0
202,A,5,3.91,19,59.74104912572856,55.14858490566038,0.923127158172213
203,A,5,3.91,20,81.31778814123918,110.40106951871658,1.3576496857853937
204,A,5,3.91,21,50.96756756756757,44.33649289099526,0.8698961909888772
205,A,5,3.91,22,59.761971830985914,66.82716049382717,1.1182221477367322
206,A,5,3.91,23,49.85188968335036,49.83196721311475,0.9996003667992899
207,A,5,3.91,24,48.26662963477295,66.09416299559471,1.3693552563276181
208,A,5,3.91,25,41.23265306122449,0.0,0.0
209,A,5,3.91,26,33.746630727762806,0.0,0.0
210,A,5,3.91,27,59.083541147132166,72.832,1.2326952411100558
211,A,5,3.91,28,47.074074074074076,0.0,0.0
212,A,5,3.91,29,37.159203980099505,0.0,0.0
213,A,5,3.91,30,72.09547738693468,82.73655913978494,1.1475970773553499
214,A,5,3.91,31,59.08288770053476,0.0,0.0
215,A,5,3.91,32,56.43197990791126,65.2199074074074,1.1557260176558886
216,A,5,3.91,33,54.43840729987557,48.52994011976048,0.8914650983896696
217,A,5,3.91,34,53.9218929473926,56.52899314707433,1.0483495674423982
218,A,5,3.91,35,32.85251798561151,0.0,0.0
219,A,5,3.91,36,35.267080745341616,0.0,0.0
220,A,5,3.91,37,26.307692307692307,0.0,0.0
221,A,5,3.91,38,28.39080459770115,0.0,0.0
222,A,5,3.91,39,55.244539492443685,67.37484855827478,1.219574806438386
223,A,5,3.91,40,42.8601747815231,44.64874551971326,1.0417303650138452
224,A,5,3.91,41,45.829313543599255,95.36021505376344,2.0807690030758033
225,A,5,3.91,42,66.34944237918215,63.31818181818182,0.954313699523247
226,A,5,3.91,43,32.99031476997579,0.0,0.0
227,A,5,3.91,44,59.91041804910418,0.0,0.0
228,A,5,3.91,45,57.64585883312934,51.86455696202532,0.899710022747003
229,A,5,3.91,46,30.52,0.0,0.0
230,A,5,3.91,47,45.09285714285714,61.9079754601227,1.3728998201199396
231,A,6,7.81,1,47.38116736536601,75.1866501854141,1.5868467234172228
232,A,6,7.81,2,38.67844522968198,0.0,0.0
233,A,6,7.81,3,78.45054945054945,0.0,0.0
234,A,6,7.81,4,42.815650865312264,71.8251582278481,1.6775444674143287
235,A,6,7.81,5,28.857723577235774,0.0,0.0
236,A,6,7.81,6,38.50947093403005,66.03448275862068,1.714759542444592
237,A,6,7.81,7,38.66544117647059,0.0,0.0
238,A,6,7.81,8,42.694545454545455,93.08888888888889,2.18034617532105
239,A,6,7.81,9,35.97512216792536,66.24350086655113,1.8413697264831639
240,A,6,7.81,10,31.495575221238937,29.2027027027027,0.9272001701054806
241,A,6,7.81,11,29.83730158730159,79.99371069182389,2.680996820633012
242,A,6,7.81,12,48.81578947368421,0.0,0.0
243,A,6,7.81,13,28.04320987654321,29.666666666666668,1.0578912612810918
244,A,6,7.81,14,35.10702341137124,58.0,1.6520910736400876
245,A,6,7.81,15,60.98343949044586,94.69594594594595,1.5528141203118226
246,A,6,7.81,16,37.33206106870229,43.83370786516854,1.1741571884954667
247,A,6,7.81,17,38.92368273017063,44.365842894969106,1.1398161680261598
248,A,6,7.81,18,27.66176470588235,0.0,0.0
249,A,6,7.81,19,26.504424778761063,0.0,0.0
250,A,6,7.81,20,28.659259259259258,0.0,0.0
251,A,6,7.81,21,30.998230088495575,0.0,0.0
252,A,6,7.81,22,26.210526315789473,0.0,0.0
253,A,6,7.81,23,39.77425627065915,47.71072589382449,1.1995378510451231
254,A,6,7.81,24,33.04624277456647,0.0,0.0
255,A,6,7.81,25,36.167921440261864,47.5854748603352,1.3156817689656723
256,A,6,7.81,26,27.926605504587155,0.0,0.0
257,A,6,7.81,27,36.87931034482759,36.13274336283186,0.9797564820216212
258,A,6,7.81,28,28.824324324324323,0.0,0.0
259,A,6,7.81,29,27.863247863247864,0.0,0.0
260,A,6,7.81,30,47.84324324324324,0.0,0.0
261,A,6,7.81,31,32.77266922094508,38.200589970501476,1.1656233953042616
262,A,6,7.81,32,28.870967741935484,0.0,0.0
263,A,6,7.81,33,29.200520833333332,0.0,0.0
264,A,6,7.81,34,42.971098265895954,0.0,0.0
265,A,6,7.81,35,32.049019607843135,0.0,0.0
266,A,6,7.81,36,45.517073170731706,86.85142857142857,1.9081066184913575
267,A,6,7.81,37,52.162393162393165,140.5,2.6935113878420447
268,A,6,7.81,38,32.16580310880829,0.0,0.0
269,A,6,7.81,39,34.26229508196721,38.75,1.1309808612440193
270,A,6,7.81,40,37.19066455696203,36.270718232044196,0.9752640525283214
271,A,6,7.81,41,39.264923532313766,59.98326359832636,1.5276551741903195
272,A,6,7.81,42,36.5,0.0,0.0
273,A,6,7.81,43,33.98826291079812,44.75595238095238,1.316806113287224
274,A,6,7.81,44,36.565846599131696,71.53424657534246,1.9563131508909501
275,A,6,7.81,45,28.925581395348836,0.0,0.0
276,A,6,7.81,46,28.023255813953487,0.0,0.0
277,A,6,7.81,47,28.969773299748113,0.0,0.0
278,A,6,7.81,48,35.76170798898072,62.03695150115473,1.7347312248137092
279,A,6,7.81,49,27.770491803278688,0.0,0.0
280,A,6,7.81,50,29.951327433628318,0.0,0.0
281,A,6,7.81,51,39.49152542372882,0.0,0.0
282,A,6,7.81,52,36.46020761245675,52.0,1.426212394419664
283,A,6,7.81,53,40.51282051282051,0.0,0.0
284,A,6,7.81,54,32.34412955465587,0.0,0.0
285,A,6,7.81,55,52.55562958027981,46.57704918032787,0.8862428164651792
286,A,6,7.81,56,27.404255319148938,0.0,0.0
287,A,7,15.63,1,32.9,0.0,0.0
288,A,7,15.63,2,32.05263157894737,0.0,0.0
289,A,7,15.63,3,33.48148148148148,0.0,0.0
290,A,7,15.63,4,35.83221476510067,0.0,0.0
291,A,7,15.63,5,30.474074074074075,0.0,0.0
292,A,7,15.63,6,41.90243902439025,0.0,0.0
293,A,7,15.63,7,33.29032258064516,0.0,0.0
294,A,7,15.63,8,39.043010752688176,0.0,0.0
295,A,7,15.63,9,31.87323943661972,0.0,0.0
296,A,7,15.63,10,32.48314606741573,0.0,0.0
297,A,7,15.63,11,36.30434782608695,0.0,0.0
298,A,7,15.63,12,42.09448818897638,0.0,0.0
299,A,7,15.63,13,26.6,0.0,0.0
300,A,7,15.63,14,28.832579185520363,30.8125,1.0686695699937225
301,A,7,15.63,15,29.761904761904763,60.81920903954802,2.0435254237288136
302,A,7,15.63,16,39.35,0.0,0.0
303,A,7,15.63,17,42.06666666666667,0.0,0.0
304,A,7,15.63,18,44.5,0.0,0.0
305,A,7,15.63,19,45.1875,0.0,0.0
306,A,7,15.63,20,32.89473684210526,0.0,0.0
307,A,7,15.63,21,35.187667560321714,112.95882352941176,3.2101821848739496
308,A,7,15.63,22,33.35699797160243,0.0,0.0
309,A,7,15.63,23,42.326530612244895,0.0,0.0
310,A,7,15.63,24,44.74850299401198,0.0,0.0
311,A,7,15.63,25,43.02272727272727,0.0,0.0
312,A,7,15.63,26,30.618181818181817,0.0,0.0
313,A,7,15.63,27,39.42857142857143,0.0,0.0
314,A,7,15.63,28,25.375,0.0,0.0
315,A,7,15.63,29,34.906666666666666,0.0,0.0
316,A,7,15.63,30,49.98039215686274,0.0,0.0
317,A,7,15.63,31,33.60507246376812,0.0,0.0
318,A,7,15.63,32,43.83720930232558,0.0,0.0
319,A,7,15.63,33,33.39655172413793,0.0,0.0
320,A,7,15.63,34,46.28947368421053,0.0,0.0
321,A,7,15.63,35,33.16763005780347,0.0,0.0
322,A,7,15.63,36,28.783625730994153,0.0,0.0
323,A,7,15.63,37,48.370370370370374,0.0,0.0
324,A,7,15.63,38,38.76119402985075,0.0,0.0
325,A,7,15.63,39,39.54545454545455,0.0,0.0
326,A,7,15.63,40,36.2,0.0,0.0
327,A,7,15.63,41,29.76923076923077,0.0,0.0
328,A,7,15.63,42,44.67862068965517,120.23,2.6909962336379354
329,A,7,15.63,43,45.691428571428574,0.0,0.0
330,A,7,15.63,44,32.291666666666664,0.0,0.0
331,A,7,15.63,45,27.828125,0.0,0.0
332,A,7,15.63,46,50.76056338028169,0.0,0.0
333,A,7,15.63,47,47.654639175257735,61.221311475409834,1.2846873365310445
334,A,7,15.63,48,33.00373134328358,0.0,0.0
335,A,7,15.63,49,33.46153846153846,0.0,0.0
336,A,7,15.63,50,41.8448275862069,0.0,0.0
337,A,7,15.63,51,34.121428571428574,0.0,0.0
338,A,7,15.63,52,26.2,0.0,0.0
339,A,7,15.63,53,39.30508474576271,0.0,0.0
340,A,7,15.63,54,31.944055944055943,0.0,0.0
341,A,7,15.63,55,36.60505836575876,0.0,0.0
342,A,7,15.63,56,40.5,97.6590909090909,2.4113355780022445
343,A,7,15.63,57,41.57446808510638,0.0,0.0
344,A,7,15.63,58,35.46875,0.0,0.0
345,A,7,15.63,59,41.84,0.0,0.0
346,A,7,15.63,60,35.333333333333336,0.0,0.0
347,A,7,15.63,61,32.61038961038961,0.0,0.0
348,A,7,15.63,62,28.29310344827586,0.0,0.0
349,A,7,15.63,63,34.38690476190476,0.0,0.0
350,A,7,15.63,64,32.0650406504065,0.0,0.0
351,A,7,15.63,65,31.68918918918919,0.0,0.0
352,A,7,15.63,66,34.687150837988824,38.0,1.0955065227894991
353,A,7,15.63,67,28.415384615384614,0.0,0.0
354,A,7,15.63,68,34.252252252252255,0.0,0.0
355,A,7,15.63,69,39.22950819672131,0.0,0.0
356,A,8,31.25,1,35.35395189003437,0.0,0.0
357,A,8,31.25,2,29.0,0.0,0.0
358,A,8,31.25,3,34.44077134986226,0.0,0.0
359,A,8,31.25,4,33.054794520547944,0.0,0.0
360,A,8,31.25,5,34.083333333333336,0.0,0.0
361,A,8,31.25,6,37.01898734177215,37.0,0.9994870918105658
362,A,8,31.25,7,41.833333333333336,0.0,0.0
363,A,8,31.25,8,37.29838709677419,0.0,0.0
364,A,8,31.25,9,32.42391304347826,0.0,0.0
365,A,8,31.25,10,35.85932721712538,0.0,0.0
366,A,8,31.25,11,31.333333333333332,27.0,0.8617021276595745
367,A,8,31.25,12,26.333333333333332,0.0,0.0
368,A,8,31.25,13,43.46491228070175,0.0,0.0
369,A,8,31.25,14,29.921875,0.0,0.0
370,A,8,31.25,15,39.327586206896555,0.0,0.0
371,A,8,31.25,16,42.0,0.0,0.0
372,A,8,31.25,17,37.25138632162662,31.0,0.8321837939760829
373,A,8,31.25,18,36.67279411764706,59.0,1.6088220551378447
374,A,8,31.25,19,33.178082191780824,0.0,0.0
375,A,8,31.25,20,49.30039011703511,177.9182156133829,3.608860197475508
376,A,8,31.25,21,30.476190476190474,0.0,0.0
377,A,8,31.25,22,36.68,0.0,0.0
378,A,8,31.25,23,39.411764705882355,0.0,0.0
379,A,8,31.25,24,34.87755102040816,0.0,0.0
380,A,8,31.25,25,50.72,0.0,0.0
381,A,8,31.25,26,37.59615384615385,0.0,0.0
382,A,8,31.25,27,34.313131313131315,0.0,0.0
383,A,8,31.25,28,31.522058823529413,0.0,0.0
384,A,8,31.25,29,46.61904761904762,0.0,0.0
385,A,8,31.25,30,30.817391304347826,0.0,0.0
386,A,8,31.25,31,35.766666666666666,0.0,0.0
387,A,8,31.25,32,35.64705882352941,0.0,0.0
388,A,8,31.25,33,35.49029126213592,0.0,0.0
389,A,8,31.25,34,41.44748858447488,129.58715596330276,3.1265381905875627
390,A,8,31.25,35,32.34469696969697,0.0,0.0
391,A,8,31.25,36,44.172413793103445,0.0,0.0
392,A,8,31.25,37,50.625,0.0,0.0
393,A,8,31.25,38,52.62068965517241,0.0,0.0
394,A,8,31.25,39,29.4031007751938,0.0,0.0
395,A,8,31.25,40,33.86029411764706,36.0,1.0631921824104236
396,A,8,31.25,41,33.246153846153845,0.0,0.0
397,A,8,31.25,42,31.11881188118812,0.0,0.0
398,A,8,31.25,43,28.0,0.0,0.0
399,A,8,31.25,44,34.69298245614035,0.0,0.0
400,A,8,31.25,45,34.20779220779221,0.0,0.0
401,A,8,31.25,46,34.81716417910448,37.5,1.0770549780302217
402,A,8,31.25,47,27.177083333333332,0.0,0.0
403,A,8,31.25,48,37.57017543859649,0.0,0.0
404,A,8,31.25,49,34.9448275862069,31.0,0.8871126899546082
405,A,8,31.25,50,30.901060070671377,145.1654501216545,4.697749843845423
406,A,8,31.25,51,33.67857142857143,29.0,0.8610816542948038
407,A,8,31.25,52,27.9,0.0,0.0
408,A,8,31.25,53,33.302158273381295,0.0,0.0
409,A,8,31.25,54,37.45454545454545,0.0,0.0
410,A,8,31.25,55,39.916666666666664,0.0,0.0
411,A,9,62.5,1,51.03225806451613,0.0,0.0
412,A,9,62.5,2,45.06896551724138,0.0,0.0
413,A,9,62.5,3,58.34532374100719,0.0,0.0
414,A,9,62.5,4,53.07272727272727,0.0,0.0
415,A,9,62.5,5,63.89655172413793,0.0,0.0
416,A,9,62.5,6,34.053639846743295,0.0,0.0
417,A,9,62.5,7,41.58064516129032,110.73936170212765,2.663242988957298
418,A,9,62.5,8,29.495412844036696,0.0,0.0
419,A,9,62.5,9,34.644067796610166,0.0,0.0
420,A,9,62.5,10,47.76190476190476,0.0,0.0
421,A,9,62.5,11,47.432432432432435,0.0,0.0
422,A,9,62.5,12,42.02173913043478,0.0,0.0
423,A,9,62.5,13,30.50980392156863,0.0,0.0
424,A,9,62.5,14,53.47457627118644,0.0,0.0
425,A,9,62.5,15,35.72100313479624,128.66037735849056,3.6018131090266334
426,A,9,62.5,16,44.1578947368421,0.0,0.0
427,A,9,62.5,17,38.69565217391305,0.0,0.0
428,A,9,62.5,18,32.95744680851064,0.0,0.0
429,A,9,62.5,19,58.89655172413793,0.0,0.0
430,A,9,62.5,20,44.54385964912281,0.0,0.0
431,A,9,62.5,21,33.93396226415094,0.0,0.0
432,A,9,62.5,22,51.057291666666664,0.0,0.0
433,A,9,62.5,23,40.83870967741935,0.0,0.0
434,A,9,62.5,24,34.5948275862069,0.0,0.0
435,A,9,62.5,25,45.55172413793103,0.0,0.0
436,A,9,62.5,26,26.555555555555557,0.0,0.0
437,A,9,62.5,27,58.574074074074076,0.0,0.0
438,A,9,62.5,28,40.67741935483871,0.0,0.0
439,A,9,62.5,29,38.8433734939759,30.0,0.7723325062034739
440,A,9,62.5,30,48.32258064516129,0.0,0.0
441,A,9,62.5,31,29.53846153846154,0.0,0.0
